fact_id,raw_name,metric_core,evidence,nearest_canonical_1,score_1,nearest_canonical_2,score_2,nearest_canonical_3,score_3,unit_compatible,role_compatible,denominator_compatible,block_reasons,why_not_top_candidate,recommended_action,review_status,fact_metric_subject_draft,fact_metric_role_draft,fact_flow_direction_draft,fact_denominator_type_draft,fact_unit_family,top_canonical_metric_subject,top_canonical_metric_role,top_canonical_flow_direction,top_canonical_denominator_type,top_canonical_unit_family,definition_score_1,metric_core_score_1,alias_score_1,definition_drifted_1
nestle_india_p015_1_fact_27,Market capitalization,market_capitalization,"Others Market capitalization 2,528,358 1,890,327 1,899,925 1,773,312 1,425,983 1,070,913 756,381 581,367 561,535 615,113",market_share_change,0.485,markets_operating_in,0.439,market_share,0.439,false,false,true,canonical_untyped;fact_untyped;unit_mismatch,"Nearest canonical market_share_change is not alias-eligible because: canonical_untyped, fact_untyped, unit_mismatch.",true_provisional,pending,,,unknown,,unknown,,coverage,unknown,,percentage_points,0.478,0.486,0.526,false
nestle_india_p015_1_fact_28,Market capitalization,market_capitalization,"Others Market capitalization 2,528,358 1,890,327 1,899,925 1,773,312 1,425,983 1,070,913 756,381 581,367 561,535 615,113",market_share_change,0.485,markets_operating_in,0.439,market_share,0.439,false,false,true,canonical_untyped;fact_untyped;unit_mismatch,"Nearest canonical market_share_change is not alias-eligible because: canonical_untyped, fact_untyped, unit_mismatch.",true_provisional,pending,,,unknown,,unknown,,coverage,unknown,,percentage_points,0.478,0.486,0.526,false
nestle_india_p055_1_fact_1,plastic neutral brands,plastic_neutral_brands,"Since 2020, its brands have remained plastic neutral.",water_conservation_potential,0.297,customer_satisfaction_score,0.251,consecutive_dividend_years,0.209,false,false,true,canonical_untyped;fact_untyped;unit_mismatch,"Nearest canonical water_conservation_potential is not alias-eligible because: canonical_untyped, fact_untyped, unit_mismatch.",standard_mapping_candidate,pending,waste,,unknown,,duration,,,unknown,,volume,0.248,0.391,0.448,false
nestle_india_p098_1_fact_57,Net consideration paid for Acquisition of Pet Food Business,net_consideration_paid_for_acquisition_of_pet_food_business,"Net consideration paid for Acquisition of Pet Food Business - (1,421.3)",energy_conservation_investment,0.356,advertising_spend,0.352,water_conservation_investment,0.349,true,false,true,fact_untyped,Nearest canonical energy_conservation_investment is not alias-eligible because: fact_untyped.,true_provisional,pending,,,unknown,,monetary,energy,investment,input,,monetary,0.324,0.430,0.429,false
nestle_india_p098_1_fact_58,Net consideration paid for Acquisition of Pet Food Business,net_consideration_paid_for_acquisition_of_pet_food_business,"Net consideration paid for Acquisition of Pet Food Business - (1,421.3)",energy_conservation_investment,0.356,advertising_spend,0.352,water_conservation_investment,0.349,true,false,true,fact_untyped,Nearest canonical energy_conservation_investment is not alias-eligible because: fact_untyped.,true_provisional,pending,,,unknown,,monetary,energy,investment,input,,monetary,0.324,0.430,0.429,false
nestle_india_p103_1_fact_4,settlement loss on pension transfer transaction,settlement_loss,"This includes a settlement loss of H 306.0 million (previous year nil) on the H 2,556.7 million settlement transaction with insurance service provider towards transferring the responsibility and administration for payment of defined pension benefits to existing pensioners effective 1st April 2024.",liquidity_reserves,0.302,capital_investment,0.299,total_investment,0.292,true,false,true,canonical_untyped;fact_untyped,"Nearest canonical liquidity_reserves is not alias-eligible because: canonical_untyped, fact_untyped.",true_provisional,pending,,,unknown,,monetary,,,unknown,,monetary,0.318,0.258,0.277,false
nestle_india_p103_1_fact_5,total settlement transaction amount,settlement_transaction_amount,"This includes a settlement loss of H 306.0 million (previous year nil) on the H 2,556.7 million settlement transaction with insurance service provider towards transferring the responsibility and administration for payment of defined pension benefits to existing pensioners effective 1st April 2024.",trade_spend,0.396,cost_per_unit,0.384,total_investment,0.379,true,false,true,canonical_untyped;fact_untyped,"Nearest canonical trade_spend is not alias-eligible because: canonical_untyped, fact_untyped.",true_provisional,pending,,,unknown,,monetary,,,unknown,,monetary,0.455,0.216,0.340,false
nestle_india_p103_2_fact_1,settlement loss,settlement_loss,"This includes a settlement loss of H 306.0 million (previous year nil) on the H 2,556.7 million settlement transaction with insurance service provider towards transferring the responsibility and administration for payment of defined pension benefits to existing pensioners effective 1st April 2024.",plastic_waste_collected,0.363,water_withdrawal,0.348,scope_2_emissions,0.347,false,false,true,canonical_untyped;fact_untyped;unit_mismatch,"Nearest canonical plastic_waste_collected is not alias-eligible because: canonical_untyped, fact_untyped, unit_mismatch.",true_provisional,pending,,,unknown,,unknown,,,unknown,,weight,0.283,0.286,0.280,false
nestle_india_p103_2_fact_2,settlement transaction,settlement_transaction,"This includes a settlement loss of H 306.0 million (previous year nil) on the H 2,556.7 million settlement transaction with insurance service provider towards transferring the responsibility and administration for payment of defined pension benefits to existing pensioners effective 1st April 2024.",transactions_growth,0.490,trade_spend,0.404,water_withdrawal,0.397,false,false,true,canonical_untyped;fact_untyped;unit_mismatch,"Nearest canonical transactions_growth is not alias-eligible because: canonical_untyped, fact_untyped, unit_mismatch.",true_provisional,pending,,,unknown,,unknown,,coverage,unknown,,percentage,0.447,0.564,0.647,false
nestle_india_p177_1_fact_10,Number of complaints pending resolution at close of the year from Customers,complaints_pending_resolution,"Customers Yes. Email: wecare@ in.nestle.com 8,376 0 - 5,338 0 -",complaint_resolution_rate,0.633,consumer_complaints,0.546,plastic_waste_collected,0.423,false,false,true,canonical_untyped;fact_untyped;unit_mismatch,"Nearest canonical complaint_resolution_rate is not alias-eligible because: canonical_untyped, fact_untyped, unit_mismatch.",true_provisional,pending,,count,unknown,,count,,,unknown,,percentage,0.618,0.760,0.481,false
nestle_india_p177_1_fact_11,Number of complaints filed during the year from Value Chain Partners,complaints_filed,Value Chain Partners Yes. Weblinks* 16 3 - 30 3 -,consumer_complaints,0.581,complaint_resolution_rate,0.548,plastic_waste_collected,0.426,true,true,true,fact_untyped,Nearest canonical consumer_complaints is not alias-eligible because: fact_untyped.,true_provisional,pending,,count,unknown,,count,product,count,unknown,,count,0.603,0.606,0.374,false
nestle_india_p177_1_fact_12,Number of complaints pending resolution at close of the year from Value Chain Partners,complaints_pending_resolution,Value Chain Partners Yes. Weblinks* 16 3 - 30 3 -,complaint_resolution_rate,0.628,consumer_complaints,0.542,plastic_waste_collected,0.420,false,false,true,canonical_untyped;fact_untyped;unit_mismatch,"Nearest canonical complaint_resolution_rate is not alias-eligible because: canonical_untyped, fact_untyped, unit_mismatch.",true_provisional,pending,,count,unknown,,count,,,unknown,,percentage,0.618,0.760,0.435,false
nestle_india_p177_1_fact_2,Number of complaints pending resolution at close of the year from Communities,complaints_pending_resolution,Communities Yes. Weblinks* 0 0 - 0 0 -,complaint_resolution_rate,0.632,consumer_complaints,0.546,plastic_waste_collected,0.422,false,false,true,canonical_untyped;fact_untyped;unit_mismatch,"Nearest canonical complaint_resolution_rate is not alias-eligible because: canonical_untyped, fact_untyped, unit_mismatch.",true_provisional,pending,,count,unknown,,count,,,unknown,,percentage,0.618,0.760,0.472,false
nestle_india_p177_1_fact_4,Number of complaints pending resolution at close of the year from Investors (other than shareholders),complaints_pending_resolution,Investors (other than shareholders) Yes. Weblinks* 0 0 - 0 0 -,complaint_resolution_rate,0.624,consumer_complaints,0.538,plastic_waste_collected,0.419,false,false,true,canonical_untyped;fact_untyped;unit_mismatch,"Nearest canonical complaint_resolution_rate is not alias-eligible because: canonical_untyped, fact_untyped, unit_mismatch.",true_provisional,pending,,count,unknown,,count,,,unknown,,percentage,0.618,0.760,0.391,false
nestle_india_p177_1_fact_5,Number of complaints filed during the year from Shareholders,complaints_filed,Shareholders Yes. Weblinks* 16 0 - 14 0 -,consumer_complaints,0.584,complaint_resolution_rate,0.550,plastic_waste_collected,0.428,true,true,true,fact_untyped,Nearest canonical consumer_complaints is not alias-eligible because: fact_untyped.,true_provisional,pending,,count,unknown,,count,product,count,unknown,,count,0.603,0.606,0.410,false
nestle_india_p177_1_fact_6,Number of complaints pending resolution at close of the year from Shareholders,complaints_pending_resolution,Shareholders Yes. Weblinks* 16 0 - 14 0 -,complaint_resolution_rate,0.631,consumer_complaints,0.545,plastic_waste_collected,0.424,false,false,true,canonical_untyped;fact_untyped;unit_mismatch,"Nearest canonical complaint_resolution_rate is not alias-eligible because: canonical_untyped, fact_untyped, unit_mismatch.",true_provisional,pending,,count,unknown,,count,,,unknown,,percentage,0.618,0.760,0.467,false
nestle_india_p177_1_fact_7,Number of complaints filed during the year from Employees and workers,complaints_filed,Employees and workers Yes. Weblinks* 17 5 - 29 3 -,consumer_complaints,0.580,complaint_resolution_rate,0.546,plastic_waste_collected,0.425,true,true,true,subject_mismatch,Nearest canonical consumer_complaints is not alias-eligible because: subject_mismatch.,do_not_promote,pending,employee,count,unknown,,count,product,count,unknown,,count,0.603,0.606,0.370,false
nestle_india_p177_1_fact_8,Number of complaints pending resolution at close of the year from Employees and workers,complaints_pending_resolution,Employees and workers Yes. Weblinks* 17 5 - 29 3 -,complaint_resolution_rate,0.628,consumer_complaints,0.542,plastic_waste_collected,0.421,false,false,true,canonical_untyped;unit_mismatch,"Nearest canonical complaint_resolution_rate is not alias-eligible because: canonical_untyped, unit_mismatch.",true_provisional,pending,employee,count,unknown,,count,,,unknown,,percentage,0.618,0.760,0.431,false
nestle_india_p177_1_fact_9,Number of complaints filed during the year from Customers,complaints_filed,"Customers Yes. Email: wecare@ in.nestle.com 8,376 0 - 5,338 0 -",consumer_complaints,0.586,complaint_resolution_rate,0.547,plastic_waste_collected,0.429,true,true,true,fact_untyped,Nearest canonical consumer_complaints is not alias-eligible because: fact_untyped.,true_provisional,pending,,count,unknown,,count,product,count,unknown,,count,0.603,0.606,0.425,false
nestle_india_p189_2_fact_1,inputs sourced sustainably,inputs_sourced_sustainably,"During the period under review, about 60-75%* of inputs were sourced sustainably.",commodity_certification_share,0.528,direct_farmer_sourcing,0.500,bio_based_fuel_share,0.410,true,false,true,fact_untyped,Nearest canonical commodity_certification_share is not alias-eligible because: fact_untyped.,true_provisional,pending,sourcing,,unknown,,percentage,sourcing,coverage,unknown,,percentage,0.630,0.235,0.400,false
nestle_india_p190_1_fact_2,recycled plastics share for secondary packaging,recycled_plastics_share_secondary_packaging,"Your Company encourages the use of recycled material wherever applicable e.g., 50% recycled plastics for secondary packaging for multipack coffee sachets and use of rPET jars for chocolates and confectionary.",recycled_plastic_content_share,0.731,recycled_content_in_packaging,0.682,plastic_packaging_recyclable_share,0.634,true,false,true,role_mismatch,Nearest canonical recycled_plastic_content_share is not alias-eligible because: role_mismatch.,true_provisional,pending,waste,consumption,consumed,,percentage,waste,intensity,ratio,,percentage,0.772,0.606,0.697,false
nestle_india_p190_1_fact_4,EPR target assigned by Central Pollution Control Board,epr_target_assigned,"Your Company responsibly managed ~25,600 MT of plastic packaging consumed vis-a-vis ~23,000 MT i.e. EPR target assigned by Central Pollution Control Board as a part of our commitment under Extended Producers’ Responsibility (EPR).",epr_compliance_rate,0.804,plastic_waste_collected,0.689,post_consumer_plastic_recycled,0.644,false,false,true,unit_mismatch;role_mismatch,"Nearest canonical epr_compliance_rate is not alias-eligible because: unit_mismatch, role_mismatch.",standard_mapping_candidate,pending,waste,consumption,consumed,,unknown,waste,coverage,unknown,,percentage,1.000,0.294,0.447,false
nestle_india_p190_1_fact_5,plastic packaging collection network,plastic_packaging_collection_network,"Our Collection network spans across 35 States and Union Territories of India, and with our waste management partners, we have collected and processed ~25,600 MT of plastic packaging vis-a-vis ~23,000 MT i.e. EPR target assigned by Central Pollution Control Board.",plastic_waste_collected,0.683,plastic_packaging_consumed,0.587,plastic_packaging_recyclable_share,0.555,false,false,true,canonical_untyped;fact_untyped;unit_mismatch,"Nearest canonical plastic_waste_collected is not alias-eligible because: canonical_untyped, fact_untyped, unit_mismatch.",standard_mapping_candidate,pending,waste,,unknown,,unknown,,,unknown,,weight,0.605,0.593,0.610,false
nestle_india_p190_1_fact_6,years since Plastic Neutrality achieved,plastic_neutrality_years_since_achievement,Your Company achieved Plastic Neutrality in 2020 and continues to be plastic neutral in 2023 through CPCB approved vendors and appropriate channels.,consecutive_dividend_years,0.263,training_hours_per_employee,0.249,order_fulfillment_time,0.247,true,false,true,canonical_untyped,Nearest canonical consecutive_dividend_years is not alias-eligible because: canonical_untyped.,standard_mapping_candidate,pending,waste,consumption,consumed,,duration,,,unknown,,duration,0.237,0.290,0.394,false
nestle_india_p193_1_fact_1,No. of employees covered as a % of total employees,employees_coverage_percentage,PF 100% 100% Y 100% 100% Y Gratuity 100% 100% Y 100% 100% NA ESI - 6% Y - 6% Y Others – please specify - - - - - -,employee_training_coverage,0.575,distribution_coverage_growth,0.535,female_workforce_share,0.527,true,true,true,,Nearest canonical employee_training_coverage is not alias-eligible because: unknown.,do_not_promote,pending,employee,coverage,unknown,,percentage,employee,coverage,unknown,,percentage,0.564,0.627,0.545,false
nestle_india_p193_1_fact_14,No. of employees covered as a % of total employees,employees_coverage_percentage,ESI - 6% Y - 6% Y,employee_training_coverage,0.575,distribution_coverage_growth,0.535,female_workforce_share,0.527,true,true,true,,Nearest canonical employee_training_coverage is not alias-eligible because: unknown.,do_not_promote,pending,employee,coverage,unknown,,percentage,employee,coverage,unknown,,percentage,0.564,0.627,0.545,false
nestle_india_p193_1_fact_8,Return to Work Rate Male Permanent Employees,return_to_work_rate,Male 100% 100% 100% 100% Female 100% 100% 100% 100% Total 100% 100% 100% 100%,employee_turnover_rate,0.527,return_on_capital_employed,0.507,lost_time_injury_frequency_rate,0.475,true,false,true,canonical_untyped,Nearest canonical employee_turnover_rate is not alias-eligible because: canonical_untyped.,true_provisional,pending,employee,count,unknown,,percentage,,,unknown,,percentage,0.465,0.611,0.790,false
nestle_india_p195_1_fact_1,courses,courses,"10,000+ courses, certifications with top institutes, constantly-evolving content, no-limits on courses and seats etc.",training_hours,0.474,plastic_waste_collected,0.383,store_count,0.376,false,false,true,canonical_untyped;fact_untyped;unit_mismatch,"Nearest canonical training_hours is not alias-eligible because: canonical_untyped, fact_untyped, unit_mismatch.",true_provisional,pending,,count,unknown,,unknown,,,unknown,,count,0.508,0.400,0.381,false
nestle_india_p195_1_fact_10,On Health and Safety Measures Employees - Female,health_and_safety_measures_employees_female,"- Female 1,009 636 63% 719 71.2% 859 859 100% 838 98%",employee_training_coverage,0.464,female_workforce_share,0.451,safe_working_hours,0.441,false,true,true,unit_mismatch,Nearest canonical employee_training_coverage is not alias-eligible because: unit_mismatch.,do_not_promote,pending,employee,coverage,unknown,,count,employee,coverage,unknown,,percentage,0.510,0.355,0.359,false
nestle_india_p195_1_fact_11,On Skill Upgradation Employees - Female,skill_upgradation_employees_female,"- Female 1,009 636 63% 719 71.2% 859 859 100% 838 98%",employee_training_coverage,0.494,training_hours_per_employee,0.459,female_workforce_share,0.448,false,false,true,unit_mismatch;role_mismatch,"Nearest canonical employee_training_coverage is not alias-eligible because: unit_mismatch, role_mismatch.",true_provisional,pending,employee,count,unknown,,count,employee,coverage,unknown,,percentage,0.534,0.400,0.406,false
nestle_india_p195_1_fact_12,Employees Total,employees_total,"Total 3,980 2,589 65% 2,944 73.9% 3,580 3,580 100% 3,477 97%",employee_headcount,0.582,female_workforce_share,0.520,employee_turnover_rate,0.475,true,true,true,,Nearest canonical employee_headcount is not alias-eligible because: unknown.,do_not_promote,pending,employee,count,unknown,,count,employee,count,unknown,,count,0.579,0.581,0.606,false
nestle_india_p195_1_fact_13,On Health and Safety Measures Employees Total,health_and_safety_measures_employees_total,"Total 3,980 2,589 65% 2,944 73.9% 3,580 3,580 100% 3,477 97%",employee_training_coverage,0.451,employee_headcount,0.440,safety_incidents,0.433,false,true,true,unit_mismatch,Nearest canonical employee_training_coverage is not alias-eligible because: unit_mismatch.,do_not_promote,pending,employee,coverage,unknown,,count,employee,coverage,unknown,,percentage,0.485,0.361,0.395,false
nestle_india_p195_1_fact_14,On Skill Upgradation Employees Total,skill_upgradation_employees_total,"Total 3,980 2,589 65% 2,944 73.9% 3,580 3,580 100% 3,477 97%",training_hours_per_employee,0.487,employee_training_coverage,0.485,employee_headcount,0.428,false,false,true,canonical_untyped;unit_mismatch,"Nearest canonical training_hours_per_employee is not alias-eligible because: canonical_untyped, unit_mismatch.",true_provisional,pending,employee,count,unknown,,count,,,unknown,,duration,0.509,0.444,0.413,false
nestle_india_p195_1_fact_16,On Health and Safety Measures Employees Total,health_and_safety_measures_employees_total,"Total 3,980 2,589 65% 2,944 73.9% 3,580 3,580 100% 3,477 97%",employee_training_coverage,0.451,employee_headcount,0.440,safety_incidents,0.433,false,true,true,unit_mismatch,Nearest canonical employee_training_coverage is not alias-eligible because: unit_mismatch.,do_not_promote,pending,employee,coverage,unknown,,count,employee,coverage,unknown,,percentage,0.485,0.361,0.395,false
nestle_india_p195_1_fact_17,On Skill Upgradation Employees Total,skill_upgradation_employees_total,"Total 3,980 2,589 65% 2,944 73.9% 3,580 3,580 100% 3,477 97%",training_hours_per_employee,0.487,employee_training_coverage,0.485,employee_headcount,0.428,false,false,true,canonical_untyped;unit_mismatch,"Nearest canonical training_hours_per_employee is not alias-eligible because: canonical_untyped, unit_mismatch.",true_provisional,pending,employee,count,unknown,,count,,,unknown,,duration,0.509,0.444,0.413,false
nestle_india_p195_1_fact_18,Workers - Male,workers_male,"Workers - Male 4,530 4,101 91% 2,976 65.7% 4,346 3,023 70% 2,114 49%",worker_headcount,0.547,safe_working_hours,0.481,female_workforce_share,0.465,true,true,true,,Nearest canonical worker_headcount is not alias-eligible because: unknown.,do_not_promote,pending,employee,count,unknown,,count,employee,count,unknown,,count,0.549,0.538,0.552,false
nestle_india_p195_1_fact_19,On Health and Safety Measures Workers - Male,health_and_safety_measures_workers_male,"Workers - Male 4,530 4,101 91% 2,976 65.7% 4,346 3,023 70% 2,114 49%",safe_working_hours,0.497,safety_incidents,0.437,safety_fatalities,0.421,true,false,true,canonical_untyped,Nearest canonical safe_working_hours is not alias-eligible because: canonical_untyped.,true_provisional,pending,worker,coverage,unknown,,count,,,unknown,,count,0.538,0.400,0.406,false
nestle_india_p195_1_fact_2,Employees - Male,employees_male,"Employees - Male 2,971 1,953 66% 2,225 74.9% 2,721 2,721 100% 2,639 97%",employee_headcount,0.541,employee_turnover_rate,0.489,female_workforce_share,0.473,true,true,true,,Nearest canonical employee_headcount is not alias-eligible because: unknown.,do_not_promote,pending,employee,count,unknown,,count,employee,count,unknown,,count,0.515,0.600,0.606,false
nestle_india_p195_1_fact_20,On Skill Upgradation Workers - Male,skill_upgradation_workers_male,"Workers - Male 4,530 4,101 91% 2,976 65.7% 4,346 3,023 70% 2,114 49%",employee_training_coverage,0.432,training_hours_per_employee,0.414,worker_headcount,0.404,false,false,true,unit_mismatch;subject_mismatch;role_mismatch,"Nearest canonical employee_training_coverage is not alias-eligible because: unit_mismatch, subject_mismatch, role_mismatch.",true_provisional,pending,worker,count,unknown,,count,employee,coverage,unknown,,percentage,0.469,0.353,0.333,false
nestle_india_p195_1_fact_21,Workers - Male,workers_male,"Workers - Male 4,530 4,101 91% 2,976 65.7% 4,346 3,023 70% 2,114 49%",worker_headcount,0.547,safe_working_hours,0.481,female_workforce_share,0.465,true,true,true,,Nearest canonical worker_headcount is not alias-eligible because: unknown.,do_not_promote,pending,employee,count,unknown,,count,employee,count,unknown,,count,0.549,0.538,0.552,false
nestle_india_p195_1_fact_22,On Health and Safety Measures Workers - Male,health_and_safety_measures_workers_male,"Workers - Male 4,530 4,101 91% 2,976 65.7% 4,346 3,023 70% 2,114 49%",safe_working_hours,0.497,safety_incidents,0.437,safety_fatalities,0.421,true,false,true,canonical_untyped,Nearest canonical safe_working_hours is not alias-eligible because: canonical_untyped.,true_provisional,pending,worker,coverage,unknown,,count,,,unknown,,count,0.538,0.400,0.406,false
nestle_india_p195_1_fact_23,On Skill Upgradation Workers - Male,skill_upgradation_workers_male,"Workers - Male 4,530 4,101 91% 2,976 65.7% 4,346 3,023 70% 2,114 49%",employee_training_coverage,0.432,training_hours_per_employee,0.414,worker_headcount,0.404,false,false,true,unit_mismatch;subject_mismatch;role_mismatch,"Nearest canonical employee_training_coverage is not alias-eligible because: unit_mismatch, subject_mismatch, role_mismatch.",true_provisional,pending,worker,count,unknown,,count,employee,coverage,unknown,,percentage,0.469,0.353,0.333,false
nestle_india_p195_1_fact_24,Workers - Female,workers_female,- Female 226 223 99% 113 50.0% 191 153 80% 23 12%,worker_headcount,0.541,female_workforce_share,0.528,safe_working_hours,0.478,true,true,true,,Nearest canonical worker_headcount is not alias-eligible because: unknown.,do_not_promote,pending,employee,count,unknown,,count,employee,count,unknown,,count,0.527,0.571,0.581,false
nestle_india_p195_1_fact_25,On Health and Safety Measures Workers - Female,health_and_safety_measures_workers_female,- Female 226 223 99% 113 50.0% 191 153 80% 23 12%,safe_working_hours,0.489,safety_incidents,0.436,employee_training_coverage,0.428,true,false,true,canonical_untyped,Nearest canonical safe_working_hours is not alias-eligible because: canonical_untyped.,true_provisional,pending,worker,coverage,unknown,,count,,,unknown,,count,0.532,0.385,0.394,false
nestle_india_p195_1_fact_26,On Skill Upgradation Workers - Female,skill_upgradation_workers_female,- Female 226 223 99% 113 50.0% 191 153 80% 23 12%,female_workforce_share,0.420,employee_training_coverage,0.409,training_hours_per_employee,0.407,false,false,true,canonical_untyped;unit_mismatch,"Nearest canonical female_workforce_share is not alias-eligible because: canonical_untyped, unit_mismatch.",true_provisional,pending,worker,count,unknown,,count,,,unknown,,percentage,0.472,0.245,0.407,false
nestle_india_p195_1_fact_27,Workers - Female,workers_female,- Female 226 223 99% 113 50.0% 191 153 80% 23 12%,worker_headcount,0.550,female_workforce_share,0.502,safe_working_hours,0.459,true,true,true,subject_mismatch,Nearest canonical worker_headcount is not alias-eligible because: subject_mismatch.,do_not_promote,pending,worker,count,unknown,,count,employee,count,unknown,,count,0.540,0.571,0.581,false
nestle_india_p195_1_fact_28,On Health and Safety Measures Workers - Female,health_and_safety_measures_workers_female,- Female 226 223 99% 113 50.0% 191 153 80% 23 12%,safe_working_hours,0.467,safety_incidents,0.430,employee_training_coverage,0.419,true,false,true,canonical_untyped,Nearest canonical safe_working_hours is not alias-eligible because: canonical_untyped.,true_provisional,pending,worker,coverage,unknown,,count,,,unknown,,count,0.500,0.385,0.394,false
nestle_india_p195_1_fact_29,On Skill Upgradation Workers - Female,skill_upgradation_workers_female,- Female 226 223 99% 113 50.0% 191 153 80% 23 12%,female_workforce_share,0.420,employee_training_coverage,0.409,training_hours_per_employee,0.407,false,false,true,canonical_untyped;unit_mismatch,"Nearest canonical female_workforce_share is not alias-eligible because: canonical_untyped, unit_mismatch.",true_provisional,pending,worker,count,unknown,,count,,,unknown,,percentage,0.472,0.245,0.407,false
nestle_india_p195_1_fact_30,Workers Total,workers_total,"Total 4,756 4,324 91% 3,089 64.9% 4,537 3,176 70% 2,137 47%",worker_headcount,0.572,union_representation_rate,0.483,water_withdrawal,0.480,true,true,true,subject_mismatch,Nearest canonical worker_headcount is not alias-eligible because: subject_mismatch.,do_not_promote,pending,worker,count,unknown,,count,employee,count,unknown,,count,0.590,0.519,0.552,false
nestle_india_p195_1_fact_31,On Health and Safety Measures Workers Total,health_and_safety_measures_workers_total,"Total 4,756 4,324 91% 3,089 64.9% 4,537 3,176 70% 2,137 47%",safe_working_hours,0.474,female_workforce_share,0.430,safety_incidents,0.428,true,false,true,canonical_untyped,Nearest canonical safe_working_hours is not alias-eligible because: canonical_untyped.,true_provisional,pending,worker,coverage,unknown,,count,,,unknown,,count,0.507,0.392,0.406,false
nestle_india_p195_1_fact_32,On Skill Upgradation Workers Total,skill_upgradation_workers_total,"Total 4,756 4,324 91% 3,089 64.9% 4,537 3,176 70% 2,137 47%",market_share_change,0.432,overall_equipment_effectiveness,0.431,worker_headcount,0.413,false,false,true,canonical_untyped;unit_mismatch;role_mismatch,"Nearest canonical market_share_change is not alias-eligible because: canonical_untyped, unit_mismatch, role_mismatch.",true_provisional,pending,worker,count,unknown,,count,,coverage,unknown,,percentage_points,0.502,0.267,0.275,false
nestle_india_p195_1_fact_33,Workers Total,workers_total,"Total 4,756 4,324 91% 3,089 64.9% 4,537 3,176 70% 2,137 47%",worker_headcount,0.572,union_representation_rate,0.483,water_withdrawal,0.480,true,true,true,subject_mismatch,Nearest canonical worker_headcount is not alias-eligible because: subject_mismatch.,do_not_promote,pending,worker,count,unknown,,count,employee,count,unknown,,count,0.590,0.519,0.552,false
nestle_india_p195_1_fact_34,On Health and Safety Measures Workers Total,health_and_safety_measures_workers_total,"Total 4,756 4,324 91% 3,089 64.9% 4,537 3,176 70% 2,137 47%",safe_working_hours,0.474,female_workforce_share,0.430,safety_incidents,0.428,true,false,true,canonical_untyped,Nearest canonical safe_working_hours is not alias-eligible because: canonical_untyped.,true_provisional,pending,worker,coverage,unknown,,count,,,unknown,,count,0.507,0.392,0.406,false
nestle_india_p195_1_fact_35,On Skill Upgradation Workers Total,skill_upgradation_workers_total,"Total 4,756 4,324 91% 3,089 64.9% 4,537 3,176 70% 2,137 47%",market_share_change,0.432,overall_equipment_effectiveness,0.431,worker_headcount,0.413,false,false,true,canonical_untyped;unit_mismatch;role_mismatch,"Nearest canonical market_share_change is not alias-eligible because: canonical_untyped, unit_mismatch, role_mismatch.",true_provisional,pending,worker,count,unknown,,count,,coverage,unknown,,percentage_points,0.502,0.267,0.275,false
nestle_india_p195_1_fact_38,Employees - Male,employees_male,"Employees - Male 2,971 2,970 100% 2,721 2,721 100%",employee_headcount,0.539,employee_turnover_rate,0.497,female_workforce_share,0.489,true,true,true,,Nearest canonical employee_headcount is not alias-eligible because: unknown.,do_not_promote,pending,employee,count,unknown,,count,employee,count,unknown,,count,0.512,0.600,0.606,false
nestle_india_p195_1_fact_4,On Skill Upgradation Employees - Male,skill_upgradation_employees_male,"Employees - Male 2,971 1,953 66% 2,225 74.9% 2,721 2,721 100% 2,639 97%",employee_training_coverage,0.471,training_hours_per_employee,0.470,loyalty_program_active_members,0.407,false,false,true,unit_mismatch;role_mismatch,"Nearest canonical employee_training_coverage is not alias-eligible because: unit_mismatch, role_mismatch.",true_provisional,pending,employee,count,unknown,,count,employee,coverage,unknown,,percentage,0.505,0.377,0.418,false
nestle_india_p195_1_fact_41,Employees - Female,employees_female,"Employees - Female 1,009 636 63% 719 71.2% 859 859 100% 838 98%",female_workforce_share,0.551,employee_headcount,0.542,employee_turnover_rate,0.502,false,false,true,canonical_untyped;unit_mismatch,"Nearest canonical female_workforce_share is not alias-eligible because: canonical_untyped, unit_mismatch.",true_provisional,pending,employee,count,unknown,,count,,,unknown,,percentage,0.613,0.343,0.526,false
nestle_india_p195_1_fact_42,Employees - Female,employees_female,"Employees - Female 1,009 636 63% 719 71.2% 859 859 100% 838 98%",female_workforce_share,0.551,employee_headcount,0.542,employee_turnover_rate,0.502,false,false,true,canonical_untyped;unit_mismatch,"Nearest canonical female_workforce_share is not alias-eligible because: canonical_untyped, unit_mismatch.",true_provisional,pending,employee,count,unknown,,count,,,unknown,,percentage,0.613,0.343,0.526,false
nestle_india_p195_1_fact_5,On Health and Safety Measures Employees - Male,health_and_safety_measures_employees_male,"Employees - Male 2,971 1,953 66% 2,225 74.9% 2,721 2,721 100% 2,639 97%",safe_working_hours,0.448,employee_training_coverage,0.447,safety_incidents,0.435,true,false,true,canonical_untyped,Nearest canonical safe_working_hours is not alias-eligible because: canonical_untyped.,true_provisional,pending,employee,coverage,unknown,,count,,,unknown,,count,0.519,0.269,0.310,false
